,GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,period,PLAYER_ID,NET_RATING,OREB_PCT,DREB_PCT,USG_PCT,TS_PCT,AST_PCT
0,44,2022-23,2.2,1.9,0.4,0.2,0.1,0.3,Precious Achiuwa,1,1630173,1,0.091,0.269,0.178,0.562,0.093
1,52,2022-23,3,1.6,0.3,0.2,0.2,0.3,Precious Achiuwa,2,1630173,-6.6,0.081,0.166,0.186,0.573,0.06
2,44,2022-23,2.1,1.8,0.2,0,0.1,0.2,Precious Achiuwa,3,1630173,1.5,0.08,0.257,0.16,0.518,0.05
3,50,2022-23,3.3,1.7,0.2,0.3,0.2,0.4,Precious Achiuwa,4,1630173,-0.7,0.083,0.192,0.226,0.561,0.05
4,42,2022-23,3,3.5,0.8,0.3,0.4,0.5,Steven Adams,1,203500,3.8,0.144,0.235,0.158,0.574,0.119
5,42,2022-23,2.2,3,0.5,0.2,0.2,0.4,Steven Adams,2,203500,14.3,0.203,0.211,0.145,0.542,0.108
6,42,2022-23,2.3,3.3,0.6,0.3,0.3,0.6,Steven Adams,3,203500,12.2,0.156,0.243,0.13,0.576,0.091
7,29,2022-23,1.5,2.6,0.6,0.1,0.2,0.5,Steven Adams,4,203500,9.9,0.198,0.179,0.116,0.561,0.119
8,75,2022-23,5,2.1,0.8,0.3,0.2,0.6,Bam Adebayo,1,1628389,1.7,0.075,0.192,0.253,0.582,0.155
9,74,2022-23,5.2,2.3,0.9,0.2,0.2,0.6,Bam Adebayo,2,1628389,1.2,0.07,0.215,0.267,0.575,0.186
10,74,2022-23,4.7,2.4,0.6,0.2,0.2,0.7,Bam Adebayo,3,1628389,-4.3,0.076,0.219,0.245,0.564,0.124
11,71,2022-23,5.8,2.5,0.9,0.5,0.2,0.7,Bam Adebayo,4,1628389,8.4,0.075,0.194,0.241,0.644,0.155
12,43,2022-23,3.1,0.7,0.5,0.1,0.1,0.3,Ochai Agbaji,1,1630534,-3.9,0.024,0.053,0.167,0.587,0.088
13,47,2022-23,1.8,0.6,0.3,0.1,0,0.2,Ochai Agbaji,2,1630534,0.5,0.03,0.056,0.143,0.445,0.068
14,41,2022-23,2.9,0.7,0.5,0.1,0.1,0.3,Ochai Agbaji,3,1630534,-1.3,0.052,0.052,0.155,0.621,0.085
15,53,2022-23,2.5,0.6,0.2,0.1,0.1,0.1,Ochai Agbaji,4,1630534,4.1,0.032,0.071,0.152,0.585,0.042
16,77,2022-23,2.8,1.4,0.4,0.2,0.2,0.2,Santi Aldama,1,1630583,4.5,0.039,0.168,0.165,0.599,0.086
17,74,2022-23,2.6,1.4,0.4,0.2,0.2,0.2,Santi Aldama,2,1630583,6.1,0.057,0.171,0.155,0.63,0.081
18,75,2022-23,2.7,1.3,0.4,0.2,0.1,0.2,Santi Aldama,3,1630583,4.6,0.048,0.146,0.164,0.603,0.076
19,61,2022-23,1.5,1.1,0.2,0.1,0.2,0.2,Santi Aldama,4,1630583,-9.1,0.048,0.164,0.14,0.5,0.054
20,39,2022-23,1.9,0.7,0.5,0.2,0.1,0.3,Nickeil Alexander-Walker,1,1629638,1.5,0.04,0.113,0.161,0.72,0.178
21,45,2022-23,2.5,0.7,1,0.2,0,0.4,Nickeil Alexander-Walker,2,1629638,-2.4,0.011,0.099,0.194,0.499,0.203
22,40,2022-23,1.8,0.3,0.4,0.2,0.1,0.2,Nickeil Alexander-Walker,3,1629638,5.4,0.006,0.066,0.172,0.599,0.134
23,51,2022-23,2,0.6,0.6,0.2,0.2,0.4,Nickeil Alexander-Walker,4,1629638,-7.3,0.014,0.097,0.174,0.536,0.15
24,72,2022-23,3.1,1,0.7,0.2,0.1,0.2,Grayson Allen,1,1628960,10.8,0.03,0.093,0.14,0.679,0.119
25,72,2022-23,2.2,0.9,0.5,0.2,0.1,0.3,Grayson Allen,2,1628960,-2.6,0.036,0.092,0.158,0.497,0.11
26,70,2022-23,2.7,0.8,0.4,0.2,0,0.2,Grayson Allen,3,1628960,-1,0.032,0.079,0.139,0.608,0.078
27,62,2022-23,2.8,0.7,0.7,0.3,0.1,0.3,Grayson Allen,4,1628960,12.4,0.023,0.065,0.131,0.669,0.121
28,68,2022-23,4.5,2.6,0.5,0.3,0.3,0.3,Jarrett Allen,1,1628386,5.9,0.103,0.206,0.186,0.641,0.084
29,66,2022-23,3.6,2.2,0.4,0.2,0.3,0.4,Jarrett Allen,2,1628386,9.6,0.09,0.208,0.167,0.718,0.085
30,66,2022-23,3.7,2.8,0.4,0.2,0.4,0.4,Jarrett Allen,3,1628386,1.7,0.108,0.233,0.155,0.662,0.06
31,61,2022-23,2.9,2.4,0.3,0.1,0.3,0.4,Jarrett Allen,4,1628386,12.4,0.127,0.196,0.14,0.673,0.067
32,52,2022-23,2.3,0.6,0.9,0.3,0.1,0.3,Jose Alvarado,1,1630631,7.3,0.022,0.082,0.186,0.568,0.222
33,60,2022-23,2.7,0.7,1,0.3,0,0.5,Jose Alvarado,2,1630631,2.9,0.024,0.085,0.209,0.516,0.218
34,53,2022-23,2.1,0.5,0.7,0.3,0.1,0.3,Jose Alvarado,3,1630631,4,0.026,0.076,0.179,0.518,0.179
35,55,2022-23,2.7,0.8,0.9,0.3,0,0.4,Jose Alvarado,4,1630631,1.9,0.016,0.1,0.187,0.504,0.181
36,69,2022-23,2.6,1.1,1.1,0.3,0.2,0.2,Kyle Anderson,1,203937,9.5,0.03,0.122,0.141,0.609,0.192
37,64,2022-23,2.2,1.4,1.3,0.3,0.2,0.5,Kyle Anderson,2,203937,6.9,0.032,0.16,0.15,0.554,0.243
38,66,2022-23,2.7,1.5,1.3,0.3,0.2,0.5,Kyle Anderson,3,203937,-5.3,0.028,0.193,0.151,0.624,0.224
39,65,2022-23,2.2,1.4,1.3,0.3,0.3,0.3,Kyle Anderson,4,203937,-0.7,0.045,0.131,0.131,0.544,0.243
40,63,2022-23,7.9,3.5,1.5,0.3,0.2,1,Giannis Antetokounmpo,1,203507,10.1,0.079,0.296,0.356,0.609,0.283
41,62,2022-23,6.8,2.7,1.5,0.2,0.2,0.9,Giannis Antetokounmpo,2,203507,2.9,0.06,0.267,0.34,0.597,0.345
42,61,2022-23,9.1,3,1.4,0.2,0.1,1,Giannis Antetokounmpo,3,203507,7.1,0.069,0.255,0.4,0.616,0.28
43,56,2022-23,8.6,3,1.5,0.2,0.2,1.1,Giannis Antetokounmpo,4,203507,8.7,0.05,0.257,0.395,0.609,0.358
44,3,2022-23,4,1.3,0.3,0,0,0,Thanasis Antetokounmpo,1,203648,-39.7,0.056,0.176,0.222,0.6,0.1
45,4,2022-23,1,1.5,1,0,0,0.2,Thanasis Antetokounmpo,2,203648,7.4,0.143,0.15,0.131,0.291,0.2
46,5,2022-23,1.2,0.6,0.2,0,0.2,0.4,Thanasis Antetokounmpo,3,203648,-46,0,0.15,0.1,0.798,0.071
47,37,2022-23,0.8,0.8,0.2,0.1,0.1,0.2,Thanasis Antetokounmpo,4,203648,-27.2,0.085,0.132,0.135,0.414,0.103
48,60,2022-23,2.8,0.9,0.8,0.2,0.1,0.2,Cole Anthony,1,1630175,-1.2,0.028,0.129,0.2,0.602,0.208
49,60,2022-23,3.8,1.3,1.2,0.2,0.2,0.5,Cole Anthony,2,1630175,-2.6,0.033,0.136,0.202,0.622,0.239
50,59,2022-23,2.6,1,0.7,0.1,0.1,0.4,Cole Anthony,3,1630175,-1.4,0.025,0.164,0.22,0.53,0.21
51,60,2022-23,3.8,1.6,1.3,0.2,0.2,0.5,Cole Anthony,4,1630175,2.7,0.032,0.176,0.215,0.53,0.243
52,67,2022-23,4.3,1.2,0.6,0.6,0.3,0.6,OG Anunoby,1,1628384,1.1,0.024,0.107,0.189,0.581,0.079
53,67,2022-23,4.4,1.1,0.5,0.4,0.1,0.4,OG Anunoby,2,1628384,1.8,0.035,0.107,0.204,0.593,0.096
54,66,2022-23,4.6,1.4,0.4,0.6,0.2,0.5,OG Anunoby,3,1628384,2.1,0.053,0.109,0.19,0.599,0.066
55,61,2022-23,3.8,1.4,0.5,0.3,0.2,0.5,OG Anunoby,4,1628384,7.7,0.039,0.121,0.184,0.57,0.082
56,6,2022-23,0.8,0.8,1,0,0,0.3,Ryan Arcidiacono,1,1627853,-0.2,0,0.147,0.113,0.357,0.222
57,6,2022-23,1,0.3,1,0.3,0,0.3,Ryan Arcidiacono,2,1627853,-31.2,0,0.067,0.132,0.3,0.286
58,6,2022-23,0.5,0.3,0.3,0,0,0,Ryan Arcidiacono,3,1627853,-16.1,0,0.069,0.119,0.188,0.1
59,19,2022-23,0.6,0.3,0.5,0.2,0,0.2,Ryan Arcidiacono,4,1627853,-7.9,0,0.081,0.084,0.5,0.18
60,76,2022-23,2.7,1.7,0.7,0.2,0.1,0.3,Deni Avdija,1,1630166,8,0.037,0.19,0.17,0.525,0.114
61,75,2022-23,2.4,1.6,0.8,0.2,0.1,0.5,Deni Avdija,2,1630166,-3.5,0.042,0.195,0.17,0.538,0.167
62,72,2022-23,2.3,1.7,0.9,0.3,0.1,0.5,Deni Avdija,3,1630166,-1.7,0.029,0.211,0.154,0.564,0.168
63,62,2022-23,2.4,1.8,0.6,0.2,0.1,0.5,Deni Avdija,4,1630166,-7.9,0.045,0.188,0.164,0.515,0.121
64,67,2022-23,5.3,2.9,0.5,0.1,0.1,0.4,Deandre Ayton,1,1629028,1.1,0.06,0.265,0.244,0.583,0.081
65,66,2022-23,4.6,2.4,0.4,0.1,0.2,0.5,Deandre Ayton,2,1629028,-0.6,0.084,0.249,0.246,0.625,0.086
66,65,2022-23,5.2,2.9,0.5,0.2,0.3,0.5,Deandre Ayton,3,1629028,2.6,0.094,0.25,0.223,0.66,0.093
67,55,2022-23,3.5,2.2,0.4,0.2,0.2,0.3,Deandre Ayton,4,1629028,-5,0.106,0.211,0.201,0.6,0.112
68,19,2022-23,1.2,1.5,0.2,0.1,0.2,0.3,Udoka Azubuike,1,1628962,-11.6,0.066,0.239,0.104,0.751,0.045
69,19,2022-23,1.9,1.7,0.1,0,0.2,0.2,Udoka Azubuike,2,1628962,-22.4,0.097,0.253,0.114,0.791,0.033
70,16,2022-23,1.6,1.5,0.1,0.1,0.2,0.1,Udoka Azubuike,3,1628962,-0.7,0.049,0.22,0.098,0.737,0.017
71,28,2022-23,1.5,1.2,0.2,0.1,0.2,0.3,Udoka Azubuike,4,1628962,-10.4,0.108,0.193,0.128,0.796,0.075
72,41,2022-23,3.8,1.6,0.3,0.1,0.2,0.3,Marvin Bagley III,1,1628963,-8.3,0.09,0.142,0.208,0.61,0.063
73,41,2022-23,3,2,0.3,0.2,0.2,0.3,Marvin Bagley III,2,1628963,-10.5,0.113,0.192,0.202,0.546,0.076
74,39,2022-23,3.7,1.9,0.3,0.2,0.2,0.3,Marvin Bagley III,3,1628963,-12.5,0.071,0.199,0.196,0.622,0.058
75,32,2022-23,2.5,1.5,0.1,0,0.2,0.2,Marvin Bagley III,4,1628963,-13.7,0.083,0.186,0.203,0.553,0.022
76,3,2022-23,2,0.3,0,0,0,0,Patrick Baldwin Jr.,1,1631116,-46.2,0,0.125,0.154,1.5,0
77,13,2022-23,2.6,1.2,0,0,0.2,0.4,Patrick Baldwin Jr.,2,1631116,-9.7,0,0.205,0.234,0.502,0
78,6,2022-23,2.3,0.2,0,0.2,0,0.3,Patrick Baldwin Jr.,3,1631116,-11.1,0,0.067,0.209,1,0
79,28,2022-23,2.4,0.8,0.4,0.2,0.1,0.1,Patrick Baldwin Jr.,4,1631116,-12.3,0.007,0.196,0.23,0.494,0.133
80,36,2022-23,6,1.9,2.3,0.2,0.1,0.8,LaMelo Ball,1,1630163,0.5,0.038,0.175,0.276,0.596,0.377
81,36,2022-23,4.8,1.4,2.2,0.4,0.1,1.1,LaMelo Ball,2,1630163,-12.9,0.019,0.134,0.285,0.445,0.349
82,36,2022-23,5.4,1.4,1.9,0.3,0,0.6,LaMelo Ball,3,1630163,-3.5,0.029,0.145,0.269,0.575,0.35
83,34,2022-23,7.6,1.8,2.1,0.3,0.1,1.2,LaMelo Ball,4,1630163,-2.7,0.038,0.135,0.32,0.554,0.332
84,39,2022-23,2.5,1.1,0.2,0.1,0.2,0.2,Mo Bamba,1,1628964,10.3,0.073,0.153,0.197,0.636,0.073
85,43,2022-23,2.3,1.7,0.3,0.2,0.3,0.2,Mo Bamba,2,1628964,-5.2,0.073,0.198,0.16,0.584,0.072
86,33,2022-23,1.6,1.3,0.3,0,0.3,0.2,Mo Bamba,3,1628964,-3.4,0.062,0.215,0.164,0.52,0.108
87,33,2022-23,2.3,2,0.4,0.1,0.4,0.2,Mo Bamba,4,1628964,5.6,0.092,0.228,0.147,0.655,0.102
88,72,2022-23,5.4,2.2,1.3,0.2,0.2,0.8,Paolo Banchero,1,1631094,-1.7,0.037,0.181,0.258,0.508,0.184
89,72,2022-23,4.5,1.2,0.8,0.2,0.1,0.6,Paolo Banchero,2,1631094,-3.7,0.022,0.151,0.287,0.547,0.188
90,72,2022-23,5.9,2.1,1.1,0.2,0.2,1,Paolo Banchero,3,1631094,-7.7,0.036,0.187,0.272,0.541,0.166
91,67,2022-23,4.3,1.4,0.6,0.2,0.1,0.4,Paolo Banchero,4,1631094,-4.4,0.04,0.169,0.281,0.521,0.138
92,58,2022-23,4.6,1.3,1.1,0.3,0.1,0.6,Desmond Bane,1,1630217,18.5,0.012,0.122,0.241,0.539,0.174
93,58,2022-23,5.2,1.1,1.3,0.2,0.1,0.4,Desmond Bane,2,1630217,7.1,0.017,0.122,0.244,0.61,0.239
94,58,2022-23,6.2,1.5,1.1,0.3,0.1,0.6,Desmond Bane,3,1630217,10.4,0.034,0.138,0.261,0.666,0.197
95,55,2022-23,5.6,1.2,1,0.2,0,0.6,Desmond Bane,4,1630217,-0.2,0.028,0.109,0.264,0.604,0.202
96,13,2022-23,1.6,0.5,0.2,0.2,0.2,0.5,Dalano Banton,1,1630625,-17.5,0.056,0.091,0.202,0.631,0.13
97,20,2022-23,2.4,0.7,0.6,0.2,0.3,0.5,Dalano Banton,2,1630625,-7.6,0.033,0.125,0.235,0.561,0.197
98,12,2022-23,1.2,0.2,0.3,0.2,0.2,0,Dalano Banton,3,1630625,-12.7,0.026,0.083,0.193,0.456,0.19
99,22,2022-23,2.6,1,0.8,0.2,0,0.1,Dalano Banton,4,1630625,0.9,0.032,0.16,0.246,0.446,0.233
100,14,2022-23,0.9,1.5,0.4,0,0.4,0.1,Dominick Barlow,1,1631230,-12.7,0.096,0.125,0.102,0.313,0.086
101,20,2022-23,1.4,1.2,0.1,0.2,0.4,0.4,Dominick Barlow,2,1631230,-4.6,0.149,0.105,0.132,0.622,0.031
102,17,2022-23,0.9,1.4,0.2,0.1,0.2,0.1,Dominick Barlow,3,1631230,-7.8,0.078,0.198,0.08,0.49,0.04
103,27,2022-23,2,1.2,0.5,0.1,0.1,0.1,Dominick Barlow,4,1631230,-17.7,0.085,0.123,0.115,0.694,0.14
104,82,2022-23,4.4,1.3,0.5,0.3,0,0.3,Harrison Barnes,1,203084,2.7,0.03,0.117,0.181,0.642,0.08
105,82,2022-23,3.8,1,0.4,0.2,0,0.3,Harrison Barnes,2,203084,4.9,0.038,0.084,0.169,0.658,0.07
106,81,2022-23,4,1.1,0.4,0.1,0,0.2,Harrison Barnes,3,203084,0.7,0.031,0.111,0.169,0.646,0.062
107,74,2022-23,3,1.2,0.2,0.1,0,0.2,Harrison Barnes,4,203084,11.4,0.036,0.116,0.155,0.564,0.038
108,77,2022-23,4.1,1.9,1.4,0.4,0.2,0.5,Scottie Barnes,1,1630567,5.7,0.056,0.155,0.204,0.513,0.198
109,77,2022-23,3.1,1.3,1.1,0.2,0.1,0.5,Scottie Barnes,2,1630567,2.8,0.048,0.115,0.19,0.48,0.188
110,75,2022-23,3.4,1.8,1.1,0.3,0.2,0.5,Scottie Barnes,3,1630567,2.9,0.075,0.143,0.183,0.513,0.184
111,72,2022-23,5.1,1.8,1.2,0.2,0.3,0.5,Scottie Barnes,4,1630567,1,0.073,0.131,0.223,0.575,0.204
112,73,2022-23,3.9,1.1,0.9,0.2,0.1,0.6,RJ Barrett,1,1629628,-2.7,0.015,0.11,0.236,0.454,0.148
113,72,2022-23,5.6,1.3,0.7,0.1,0,0.6,RJ Barrett,2,1629628,-0.1,0.019,0.137,0.264,0.565,0.117
114,72,2022-23,5.9,1.2,0.6,0.1,0.1,0.5,RJ Barrett,3,1629628,-1.5,0.019,0.117,0.272,0.59,0.109
115,67,2022-23,4.5,1.4,0.6,0,0.1,0.6,RJ Barrett,4,1629628,-0.1,0.039,0.116,0.261,0.501,0.118
116,26,2022-23,1.9,2,0.8,0.2,0.2,0.4,Charles Bassey,1,1629646,-9.8,0.156,0.264,0.16,0.63,0.226
117,27,2022-23,1.7,1.5,0.4,0.1,0.4,0.4,Charles Bassey,2,1629646,12.4,0.156,0.208,0.152,0.74,0.118
118,26,2022-23,1.7,1.7,0.3,0.2,0.4,0.4,Charles Bassey,3,1629646,1.1,0.123,0.205,0.146,0.609,0.094
119,31,2022-23,1.9,1.8,0.2,0.1,0.3,0.3,Charles Bassey,4,1629646,-11.6,0.132,0.25,0.151,0.665,0.081
120,57,2022-23,2.8,1.1,0.5,0.3,0.1,0.2,Keita Bates-Diop,1,1628966,-3.2,0.047,0.129,0.154,0.608,0.103
121,58,2022-23,2.6,1,0.4,0.2,0.1,0.3,Keita Bates-Diop,2,1628966,-6,0.048,0.119,0.159,0.63,0.093
122,59,2022-23,3.4,1.4,0.4,0.1,0.2,0.3,Keita Bates-Diop,3,1628966,-9,0.044,0.175,0.183,0.616,0.081
123,56,2022-23,2.4,0.6,0.5,0.2,0,0.2,Keita Bates-Diop,4,1628966,-15.7,0.03,0.085,0.165,0.583,0.124
124,78,2022-23,1,1,0.4,0.2,0.1,0.1,Nicolas Batum,1,201587,9.3,0.043,0.149,0.096,0.458,0.1
125,76,2022-23,2,1.1,0.6,0.2,0.2,0.2,Nicolas Batum,2,201587,0.9,0.04,0.142,0.121,0.651,0.13
126,75,2022-23,1.5,0.9,0.3,0.2,0.1,0.2,Nicolas Batum,3,201587,1.6,0.03,0.129,0.108,0.695,0.091
127,67,2022-23,1.9,1,0.3,0.1,0.3,0.1,Nicolas Batum,4,201587,6,0.025,0.119,0.116,0.569,0.058
128,50,2022-23,5.7,1,1.9,0.3,0.1,0.8,Bradley Beal,1,203078,3.2,0.028,0.078,0.236,0.614,0.257
129,48,2022-23,4.7,0.9,1.1,0.3,0.2,0.7,Bradley Beal,2,203078,-0.2,0.023,0.103,0.287,0.562,0.245
130,48,2022-23,6.5,1,1.6,0.2,0.2,0.8,Bradley Beal,3,203078,-5.4,0.016,0.096,0.293,0.58,0.277
131,46,2022-23,7.4,1.1,1,0.2,0.2,0.7,Bradley Beal,4,203078,7.8,0.038,0.091,0.351,0.622,0.258
132,80,2022-23,3.5,0.7,0.5,0.2,0,0.2,Malik Beasley,1,1627736,1.4,0.01,0.104,0.211,0.596,0.109
133,81,2022-23,3.5,1.1,0.5,0.2,0,0.4,Malik Beasley,2,1627736,-10.1,0.029,0.133,0.217,0.538,0.107
134,79,2022-23,3,0.8,0.2,0.2,0,0.3,Malik Beasley,3,1627736,2.4,0.016,0.104,0.203,0.506,0.053
135,75,2022-23,3,0.9,0.4,0.2,0,0.2,Malik Beasley,4,1627736,-2.3,0.009,0.12,0.195,0.484,0.077
136,26,2022-23,1.5,0.9,0.5,0.2,0,0.4,MarJon Beauchamp,1,1630699,-13,0.057,0.099,0.151,0.429,0.109
137,32,2022-23,1.9,0.8,0.3,0.2,0.1,0.2,MarJon Beauchamp,2,1630699,7.6,0.044,0.095,0.161,0.499,0.071
138,25,2022-23,2.1,0.8,0.2,0.1,0,0.3,MarJon Beauchamp,3,1630699,-8.2,0.057,0.078,0.171,0.51,0.054
139,44,2022-23,2.6,1,0.2,0.2,0,0.5,MarJon Beauchamp,4,1630699,-14,0.042,0.124,0.205,0.561,0.059
140,20,2022-23,1.2,0.3,0,0.1,0,0,Davis Bertans,1,202722,12,0.026,0.056,0.104,0.676,0.02
141,42,2022-23,2.7,0.6,0.2,0.1,0.1,0.1,Davis Bertans,2,202722,-5.5,0.028,0.085,0.185,0.643,0.067
142,17,2022-23,1.1,0.6,0.1,0.1,0,0,Davis Bertans,3,202722,1.1,0,0.154,0.116,0.484,0.018
143,31,2022-23,1.7,0.4,0.3,0.1,0.1,0.2,Davis Bertans,4,202722,-13.1,0.015,0.071,0.156,0.606,0.118
144,67,2022-23,2,1.2,0.7,0.2,0.2,0.3,Patrick Beverley,1,201976,-5.2,0.022,0.146,0.128,0.537,0.12
145,67,2022-23,1.7,1,0.9,0.2,0.1,0.2,Patrick Beverley,2,201976,3.2,0.027,0.117,0.117,0.551,0.17
146,66,2022-23,1.5,0.8,0.9,0.3,0.2,0.2,Patrick Beverley,3,201976,-5,0.018,0.09,0.107,0.507,0.154
147,56,2022-23,1.1,0.8,0.5,0.3,0.1,0.2,Patrick Beverley,4,201976,3.1,0.032,0.083,0.075,0.554,0.095
148,77,2022-23,2.8,1,0.3,0.2,0,0.2,Saddiq Bey,1,1630180,-1.2,0.037,0.113,0.178,0.526,0.07
149,77,2022-23,3.4,1.2,0.5,0.3,0,0.2,Saddiq Bey,2,1630180,-6.5,0.035,0.139,0.2,0.502,0.094
150,76,2022-23,3.9,1.3,0.4,0.2,0.1,0.3,Saddiq Bey,3,1630180,-0.1,0.044,0.136,0.203,0.604,0.079
151,72,2022-23,4,1.2,0.3,0.2,0,0.2,Saddiq Bey,4,1630180,-4.2,0.061,0.118,0.196,0.625,0.071
152,19,2022-23,1.4,1.1,0.2,0.2,0.2,0.2,Goga Bitadze,1,1629048,-11.5,0.095,0.146,0.128,0.637,0.082
153,25,2022-23,1.5,1.7,0.4,0.1,0.4,0.3,Goga Bitadze,2,1629048,6.9,0.13,0.22,0.14,0.609,0.128
154,23,2022-23,1.9,1.3,0.3,0.3,0.1,0.2,Goga Bitadze,3,1629048,3.6,0.139,0.14,0.162,0.577,0.113
155,31,2022-23,1.9,1.4,0.5,0.2,0.4,0.2,Goga Bitadze,4,1629048,9.1,0.12,0.152,0.15,0.548,0.14
156,43,2022-23,1.6,1.4,0.3,0,0.5,0.2,Bismack Biyombo,1,202687,11,0.114,0.167,0.152,0.572,0.085
157,48,2022-23,1.5,1.6,0.3,0.2,0.7,0.2,Bismack Biyombo,2,202687,5.3,0.092,0.17,0.132,0.511,0.091
158,44,2022-23,1.1,1.3,0.4,0,0.2,0.4,Bismack Biyombo,3,202687,0.4,0.087,0.198,0.134,0.512,0.1
159,45,2022-23,1.7,1.5,0.3,0.1,0.4,0.3,Bismack Biyombo,4,202687,-3.1,0.082,0.206,0.128,0.621,0.081
160,54,2022-23,3.1,0.8,0.6,0.2,0.1,0.3,Bogdan Bogdanovic,1,203992,5.6,0.026,0.099,0.189,0.587,0.131
161,54,2022-23,3.6,0.8,1,0.2,0.1,0.3,Bogdan Bogdanovic,2,203992,0.9,0.02,0.097,0.193,0.575,0.165
162,54,2022-23,3,0.6,0.5,0.1,0,0.4,Bogdan Bogdanovic,3,203992,2.3,0.009,0.073,0.189,0.586,0.112
163,53,2022-23,4.3,0.8,0.6,0.3,0.1,0.3,Bogdan Bogdanovic,4,203992,-4.3,0.007,0.104,0.21,0.599,0.121
164,59,2022-23,6.5,1.2,0.7,0.1,0,0.6,Bojan Bogdanovic,1,202711,-14.7,0.013,0.107,0.247,0.634,0.13
165,59,2022-23,4.4,0.9,0.5,0.1,0.1,0.5,Bojan Bogdanovic,2,202711,-1,0.035,0.087,0.253,0.595,0.12
166,59,2022-23,6.5,0.9,0.7,0.2,0.1,0.7,Bojan Bogdanovic,3,202711,-7.3,0.013,0.092,0.254,0.663,0.12
167,49,2022-23,4.7,0.9,0.7,0.2,0,0.5,Bojan Bogdanovic,4,202711,-8.9,0.015,0.11,0.247,0.602,0.173
168,60,2022-23,2.6,1.8,0.4,0.1,0.4,0.5,Bol Bol,1,1629626,-3.2,0.05,0.236,0.176,0.673,0.091
169,70,2022-23,2.8,1.6,0.3,0.2,0.4,0.5,Bol Bol,2,1629626,-7.2,0.047,0.214,0.186,0.574,0.079
170,56,2022-23,2.2,1.7,0.2,0.1,0.3,0.4,Bol Bol,3,1629626,-5.1,0.047,0.23,0.167,0.613,0.045
171,57,2022-23,2.7,1.6,0.2,0.1,0.3,0.4,Bol Bol,4,1629626,-1.5,0.039,0.204,0.175,0.571,0.055
172,53,2022-23,8.5,1.8,1.9,0.3,0.1,1,Devin Booker,1,1626164,5.4,0.025,0.13,0.317,0.574,0.258
173,52,2022-23,5,0.8,0.9,0.2,0.1,0.5,Devin Booker,2,1626164,5.1,0.026,0.095,0.298,0.618,0.217
174,52,2022-23,9.7,1.3,2,0.3,0.1,0.8,Devin Booker,3,1626164,10.4,0.021,0.09,0.32,0.628,0.283
175,46,2022-23,5.3,0.9,0.9,0.2,0.1,0.5,Devin Booker,4,1626164,1.9,0.034,0.095,0.299,0.585,0.215
176,6,2022-23,0.7,0.3,0,0.2,0,0.2,Brandon Boston Jr.,1,1630527,-47.4,0,0.095,0.14,0.291,0
177,10,2022-23,2,0.9,0.4,0.1,0,0.6,Brandon Boston Jr.,2,1630527,-25.9,0.029,0.113,0.212,0.374,0.089
178,9,2022-23,2,0.4,0.2,0.1,0,0,Brandon Boston Jr.,3,1630527,7.3,0.021,0.067,0.14,0.605,0.074
179,21,2022-23,4.8,0.7,0.7,0.3,0,0.2,Brandon Boston Jr.,4,1630527,4.3,0.027,0.103,0.297,0.56,0.192
180,72,2022-23,2.1,1.2,0,0.1,0.3,0.1,Chris Boucher,1,1628449,5.1,0.072,0.178,0.149,0.644,0.012
181,72,2022-23,3.3,1.7,0.2,0.2,0.2,0.1,Chris Boucher,2,1628449,-6.4,0.114,0.201,0.192,0.647,0.045
182,70,2022-23,1.9,1.4,0.1,0.1,0.2,0.1,Chris Boucher,3,1628449,5,0.085,0.215,0.174,0.488,0.023
183,69,2022-23,2.8,1.6,0.1,0.3,0.3,0.2,Chris Boucher,4,1628449,-6.6,0.101,0.165,0.181,0.574,0.034
184,22,2022-23,1.7,1.1,0.5,0.1,0,0.3,James Bouknight,1,1630547,-1.5,0,0.176,0.175,0.447,0.132
185,26,2022-23,2.2,0.5,0.3,0.2,0.1,0.5,James Bouknight,2,1630547,-19.3,0.012,0.084,0.206,0.448,0.082
186,23,2022-23,2.3,0.7,0.5,0.1,0,0.3,James Bouknight,3,1630547,-14.8,0.017,0.107,0.213,0.503,0.162
187,25,2022-23,1.8,0.7,0.4,0.2,0,0.3,James Bouknight,4,1630547,4,0.03,0.097,0.175,0.453,0.106
188,64,2022-23,3,0.7,0.6,0.2,0,0.2,Malaki Branham,1,1631103,-9.3,0.013,0.102,0.199,0.558,0.117
189,63,2022-23,2.6,0.8,0.5,0.1,0,0.3,Malaki Branham,2,1631103,-6.8,0.021,0.097,0.197,0.503,0.124
190,61,2022-23,2.2,0.8,0.4,0.1,0,0.3,Malaki Branham,3,1631103,-10.9,0.018,0.11,0.165,0.479,0.088
191,63,2022-23,2.8,0.5,0.5,0.1,0,0.3,Malaki Branham,4,1631103,-15.6,0.012,0.078,0.188,0.551,0.123
192,52,2022-23,1.1,0.7,0.3,0.3,0,0.2,Christian Braun,1,1631128,2.9,0.049,0.083,0.131,0.399,0.072
193,51,2022-23,1.3,0.9,0.2,0.1,0.1,0.2,Christian Braun,2,1631128,-9.3,0.046,0.124,0.116,0.548,0.052
194,55,2022-23,1.9,0.7,0.2,0.1,0.1,0.1,Christian Braun,3,1631128,1.8,0.049,0.095,0.13,0.672,0.066
195,64,2022-23,2,1,0.3,0.2,0.1,0.1,Christian Braun,4,1631128,-10.4,0.03,0.133,0.131,0.618,0.085
